member_type,rideable_type,month,day_of_week,hour,rIde_length_bucket,total_rides,avg_ride_length
member,electric_bike,Feb,Wednesday,18,120+ mins,2,172
member,electric_bike,Feb,Sunday,9,120+ mins,2,266
member,electric_bike,Feb,Saturday,18,120+ mins,2,158.5
member,electric_bike,Feb,Wednesday,14,120+ mins,2,213
member,electric_bike,Feb,Thursday,19,120+ mins,2,134.5
member,electric_bike,Feb,Saturday,19,120+ mins,2,135
member,electric_bike,Feb,Saturday,22,120+ mins,2,224
member,electric_bike,Feb,Tuesday,12,120+ mins,2,287.5
member,electric_bike,Feb,Friday,12,120+ mins,2,323
member,electric_bike,Feb,Thursday,14,120+ mins,2,290
member,electric_bike,Mar,Tuesday,15,120+ mins,2,181.5
member,electric_bike,Mar,Saturday,19,120+ mins,2,242
member,electric_bike,Mar,Tuesday,8,120+ mins,2,158.5
member,electric_bike,Mar,Sunday,13,120+ mins,2,268.5
member,electric_bike,Mar,Friday,15,120+ mins,2,269.5
member,electric_bike,Mar,Sunday,12,120+ mins,2,163
member,electric_bike,Mar,Friday,9,120+ mins,2,480
member,electric_bike,Mar,Monday,12,120+ mins,2,262
member,electric_bike,Mar,Wednesday,6,120+ mins,2,470
member,electric_bike,Mar,Tuesday,6,120+ mins,2,345
member,electric_bike,Mar,Tuesday,9,120+ mins,2,213.5
member,electric_bike,Mar,Monday,7,120+ mins,2,240
member,electric_bike,Mar,Wednesday,18,120+ mins,2,154
member,electric_bike,Mar,Friday,21,120+ mins,2,172.5
member,electric_bike,Mar,Monday,14,120+ mins,2,252.5
member,electric_bike,Mar,Sunday,20,120+ mins,2,232.5
member,electric_bike,Mar,Saturday,7,120+ mins,2,141.5
member,electric_bike,Mar,Monday,22,120+ mins,2,198
member,electric_bike,Mar,Thursday,12,120+ mins,2,288
member,electric_bike,Mar,Thursday,10,120+ mins,2,236
member,electric_bike,Mar,Friday,23,120+ mins,2,129
member,electric_bike,Mar,Friday,6,120+ mins,2,478.5
member,electric_bike,Mar,Friday,14,120+ mins,2,127
member,electric_bike,Mar,Saturday,15,120+ mins,2,148.5
member,electric_bike,Mar,Wednesday,10,120+ mins,2,241.5
member,electric_bike,Apr,Friday,14,120+ mins,2,155.5
member,electric_bike,Apr,Sunday,0,120+ mins,2,218
member,electric_bike,Apr,Tuesday,6,120+ mins,2,466.5
member,electric_bike,Apr,Sunday,10,120+ mins,2,202.5
member,electric_bike,Apr,Friday,10,120+ mins,2,311
member,electric_bike,Apr,Sunday,8,120+ mins,2,246
member,electric_bike,Apr,Saturday,15,120+ mins,2,177.5
member,electric_bike,Apr,Thursday,19,120+ mins,2,152.5
member,electric_bike,Apr,Sunday,14,120+ mins,2,194
member,electric_bike,Apr,Monday,15,120+ mins,2,183
member,electric_bike,Apr,Wednesday,14,120+ mins,2,202
member,electric_bike,Apr,Saturday,12,120+ mins,2,149
member,electric_bike,Apr,Sunday,9,120+ mins,2,196.5
member,electric_bike,Apr,Monday,8,120+ mins,2,420
member,electric_bike,Apr,Tuesday,9,120+ mins,2,210.5
member,electric_bike,Apr,Sunday,7,120+ mins,2,299.5
member,electric_bike,Apr,Thursday,8,120+ mins,2,356
member,electric_bike,May,Sunday,12,120+ mins,2,301
member,electric_bike,May,Saturday,18,120+ mins,2,166.5
member,electric_bike,May,Sunday,18,120+ mins,2,186.5
member,electric_bike,May,Sunday,6,120+ mins,2,369.5
member,electric_bike,May,Wednesday,20,120+ mins,2,167
member,electric_bike,May,Wednesday,10,120+ mins,2,180
member,electric_bike,May,Tuesday,12,120+ mins,2,189.5
member,electric_bike,May,Sunday,8,120+ mins,2,266.5
member,electric_bike,May,Saturday,10,120+ mins,2,211
member,electric_bike,May,Monday,13,120+ mins,2,145.5
member,electric_bike,May,Saturday,20,120+ mins,2,192
member,electric_bike,May,Saturday,7,120+ mins,2,265
member,electric_bike,May,Sunday,7,120+ mins,2,217.5
member,electric_bike,May,Wednesday,11,120+ mins,2,144
member,electric_bike,May,Thursday,18,120+ mins,2,225.5
member,electric_bike,May,Tuesday,19,120+ mins,2,124.5
member,electric_bike,Jun,Wednesday,9,120+ mins,2,166.5
member,electric_bike,Jun,Monday,15,120+ mins,2,192
member,electric_bike,Jun,Monday,19,120+ mins,2,128.5
member,electric_bike,Jun,Friday,6,120+ mins,2,401
member,electric_bike,Jun,Friday,14,120+ mins,2,137
member,electric_bike,Jun,Monday,20,120+ mins,2,172
member,electric_bike,Jun,Sunday,16,120+ mins,2,296
member,electric_bike,Jun,Tuesday,19,120+ mins,2,193
member,electric_bike,Jun,Wednesday,18,120+ mins,2,132.5
member,electric_bike,Jun,Sunday,6,120+ mins,2,314.5
member,electric_bike,Jun,Wednesday,10,120+ mins,2,188.5
member,electric_bike,Jun,Saturday,19,120+ mins,2,218
member,electric_bike,Jun,Sunday,7,120+ mins,2,131
member,electric_bike,Jun,Monday,18,120+ mins,2,199
member,electric_bike,Jun,Tuesday,12,120+ mins,2,206.5
member,electric_bike,Jun,Sunday,23,120+ mins,2,128
member,electric_bike,Jun,Tuesday,16,120+ mins,2,192
member,electric_bike,Jun,Wednesday,12,120+ mins,2,198.5
member,electric_bike,Jul,Tuesday,20,120+ mins,2,165.5
member,electric_bike,Jul,Tuesday,22,120+ mins,2,135
member,electric_bike,Jul,Tuesday,0,120+ mins,2,154.5
member,electric_bike,Jul,Tuesday,3,120+ mins,2,158
member,electric_bike,Jul,Wednesday,14,120+ mins,2,251
member,electric_bike,Jul,Tuesday,21,120+ mins,2,140.5
member,electric_bike,Jul,Wednesday,20,120+ mins,2,147
member,electric_bike,Jul,Monday,13,120+ mins,2,208
member,electric_bike,Jul,Friday,19,120+ mins,2,255.5
member,electric_bike,Jul,Monday,14,120+ mins,2,234
member,electric_bike,Jul,Tuesday,13,120+ mins,2,175
member,electric_bike,Jul,Saturday,21,120+ mins,2,133
member,electric_bike,Jul,Tuesday,2,120+ mins,2,151.5
member,electric_bike,Jul,Friday,14,120+ mins,2,249
member,electric_bike,Jul,Thursday,22,120+ mins,2,128
member,electric_bike,Jul,Thursday,13,120+ mins,2,138
member,electric_bike,Jul,Wednesday,21,120+ mins,2,140.5
member,electric_bike,Jul,Friday,3,120+ mins,2,178
member,electric_bike,Jul,Saturday,22,120+ mins,2,168
member,electric_bike,Jul,Wednesday,9,120+ mins,2,208.5
member,electric_bike,Jul,Wednesday,12,120+ mins,2,166
member,electric_bike,Jul,Monday,19,120+ mins,2,165
member,electric_bike,Jul,Saturday,12,120+ mins,2,189
member,electric_bike,Jul,Thursday,7,120+ mins,2,427
member,electric_bike,Jul,Monday,15,120+ mins,2,211.5
member,electric_bike,Jul,Sunday,7,120+ mins,2,203.5
member,electric_bike,Aug,Monday,19,120+ mins,2,137
member,electric_bike,Aug,Thursday,20,120+ mins,2,205
member,electric_bike,Aug,Saturday,20,120+ mins,2,161
member,electric_bike,Aug,Saturday,1,120+ mins,2,134
member,electric_bike,Aug,Friday,12,120+ mins,2,183.5
member,electric_bike,Aug,Tuesday,13,120+ mins,2,166
member,electric_bike,Aug,Tuesday,6,120+ mins,2,445.5
member,electric_bike,Aug,Monday,6,120+ mins,2,330.5
member,electric_bike,Aug,Friday,20,120+ mins,2,271.5
member,electric_bike,Aug,Wednesday,13,120+ mins,2,131.5
member,electric_bike,Aug,Monday,20,120+ mins,2,168
member,electric_bike,Aug,Thursday,7,120+ mins,2,291.5
member,electric_bike,Aug,Saturday,9,120+ mins,2,138.5
member,electric_bike,Aug,Sunday,20,120+ mins,2,203.5
member,electric_bike,Aug,Wednesday,3,120+ mins,2,211
member,electric_bike,Aug,Saturday,8,120+ mins,2,131
member,electric_bike,Aug,Wednesday,23,120+ mins,2,147.5
member,electric_bike,Aug,Sunday,5,120+ mins,2,222
member,electric_bike,Aug,Thursday,14,120+ mins,2,277
member,electric_bike,Aug,Wednesday,10,120+ mins,2,138.5
member,electric_bike,Aug,Saturday,7,120+ mins,2,142
member,electric_bike,Aug,Friday,2,120+ mins,2,196.5
member,electric_bike,Sep,Saturday,19,120+ mins,2,241.5
member,electric_bike,Sep,Saturday,9,120+ mins,2,176.5
member,electric_bike,Sep,Thursday,13,120+ mins,2,156.5
member,electric_bike,Sep,Sunday,20,120+ mins,2,144.5
member,electric_bike,Sep,Sunday,23,120+ mins,2,153.5
member,electric_bike,Sep,Saturday,21,120+ mins,2,157.5
member,electric_bike,Sep,Tuesday,19,120+ mins,2,140.5
member,electric_bike,Sep,Sunday,22,120+ mins,2,255
member,electric_bike,Sep,Tuesday,15,120+ mins,2,218
member,electric_bike,Sep,Thursday,14,120+ mins,2,199.5
member,electric_bike,Sep,Sunday,9,120+ mins,2,139
member,electric_bike,Sep,Friday,10,120+ mins,2,142
member,electric_bike,Sep,Thursday,18,120+ mins,2,165
member,electric_bike,Sep,Friday,20,120+ mins,2,151
member,classic_bike,Oct,Wednesday,19,120+ mins,2,136.5
member,classic_bike,Oct,Thursday,14,120+ mins,2,234
member,classic_bike,Oct,Saturday,18,120+ mins,2,630.5
member,classic_bike,Oct,Thursday,23,120+ mins,2,644.5
member,classic_bike,Oct,Sunday,17,120+ mins,2,1091.5
member,classic_bike,Oct,Monday,18,120+ mins,2,210
member,classic_bike,Oct,Monday,10,120+ mins,2,753.5
member,classic_bike,Oct,Tuesday,14,120+ mins,2,279
member,classic_bike,Oct,Thursday,7,120+ mins,2,166.5
member,classic_bike,Oct,Sunday,13,120+ mins,2,251
member,classic_bike,Oct,Monday,22,120+ mins,2,628.5
member,classic_bike,Oct,Tuesday,22,120+ mins,2,346
member,classic_bike,Oct,Thursday,16,120+ mins,2,496
member,classic_bike,Oct,Monday,0,120+ mins,2,401
member,classic_bike,Oct,Wednesday,11,120+ mins,2,345.5
member,classic_bike,Oct,Saturday,16,120+ mins,2,335.5
member,classic_bike,Oct,Tuesday,15,120+ mins,2,145.5
member,classic_bike,Oct,Thursday,13,120+ mins,2,217.5
member,classic_bike,Oct,Wednesday,12,120+ mins,2,305.5
member,classic_bike,Oct,Wednesday,6,120+ mins,2,471.5
member,classic_bike,Oct,Sunday,7,120+ mins,2,228
member,classic_bike,Oct,Monday,15,120+ mins,2,271.5
member,classic_bike,Oct,Monday,14,120+ mins,2,174
member,classic_bike,Oct,Tuesday,9,120+ mins,2,188.5
member,classic_bike,Oct,Sunday,9,120+ mins,2,154.5
member,classic_bike,Oct,Saturday,11,120+ mins,2,310.5
member,classic_bike,Oct,Monday,11,120+ mins,2,342
member,classic_bike,Oct,Saturday,0,120+ mins,2,281
member,classic_bike,Nov,Monday,8,120+ mins,2,452
member,classic_bike,Nov,Friday,21,120+ mins,2,811
member,classic_bike,Nov,Sunday,21,120+ mins,2,586
member,classic_bike,Nov,Wednesday,9,120+ mins,2,190.5
member,classic_bike,Nov,Saturday,23,120+ mins,2,688
member,classic_bike,Nov,Wednesday,20,120+ mins,2,1000
member,classic_bike,Nov,Friday,11,120+ mins,2,176.5
member,classic_bike,Nov,Tuesday,17,120+ mins,2,1013.5
member,classic_bike,Nov,Saturday,7,120+ mins,2,450
member,classic_bike,Nov,Saturday,6,120+ mins,2,257.5
member,classic_bike,Nov,Saturday,10,120+ mins,2,285
member,classic_bike,Nov,Tuesday,19,120+ mins,2,1113
member,classic_bike,Nov,Friday,18,120+ mins,2,1109.5
member,classic_bike,Nov,Sunday,10,120+ mins,2,210
member,classic_bike,Nov,Monday,22,120+ mins,2,588
member,classic_bike,Nov,Saturday,13,120+ mins,2,163.5
member,classic_bike,Nov,Monday,7,120+ mins,2,201.5
member,classic_bike,Nov,Wednesday,14,120+ mins,2,753.5
member,classic_bike,Nov,Tuesday,7,120+ mins,2,218.5
member,classic_bike,Dec,Sunday,21,120+ mins,2,797.5
member,classic_bike,Dec,Friday,15,120+ mins,2,149
member,classic_bike,Dec,Friday,2,120+ mins,2,525.5
member,classic_bike,Dec,Tuesday,17,120+ mins,2,482
member,classic_bike,Dec,Sunday,9,120+ mins,2,1058.5
member,classic_bike,Dec,Tuesday,15,120+ mins,2,201
member,classic_bike,Dec,Monday,9,120+ mins,2,203
member,classic_bike,Dec,Monday,10,120+ mins,2,746
member,classic_bike,Dec,Thursday,7,120+ mins,2,390
member,classic_bike,Dec,Tuesday,9,120+ mins,2,351
member,classic_bike,Jan,Friday,9,120+ mins,2,295.5
member,classic_bike,Jan,Friday,7,120+ mins,2,193
member,classic_bike,Jan,Tuesday,16,120+ mins,2,1133
member,classic_bike,Jan,Tuesday,17,120+ mins,2,604
member,classic_bike,Jan,Thursday,6,120+ mins,2,569
member,classic_bike,Jan,Wednesday,14,120+ mins,2,198.5
member,classic_bike,Jan,Tuesday,7,120+ mins,2,199
member,classic_bike,Feb,Friday,14,120+ mins,2,722.5
member,classic_bike,Feb,Sunday,10,120+ mins,2,478.5
member,classic_bike,Feb,Monday,14,120+ mins,2,1104.5
member,classic_bike,Feb,Friday,12,120+ mins,2,275.5
member,classic_bike,Feb,Wednesday,7,120+ mins,2,186.5
member,classic_bike,Feb,Friday,17,120+ mins,2,631
member,classic_bike,Mar,Monday,17,120+ mins,2,523
member,classic_bike,Mar,Friday,15,120+ mins,2,223
member,classic_bike,Mar,Sunday,8,120+ mins,2,532.5
member,classic_bike,Mar,Friday,12,120+ mins,2,177.5
member,classic_bike,Mar,Saturday,20,120+ mins,2,469.5
member,classic_bike,Mar,Tuesday,8,120+ mins,2,368.5
member,classic_bike,Mar,Friday,17,120+ mins,2,178
member,classic_bike,Mar,Wednesday,16,120+ mins,2,603.5
member,classic_bike,Mar,Monday,14,120+ mins,2,230.5
member,classic_bike,Mar,Monday,15,120+ mins,2,739
member,classic_bike,Mar,Saturday,11,120+ mins,2,737
member,classic_bike,Apr,Tuesday,17,120+ mins,2,768.5
member,classic_bike,Apr,Friday,13,120+ mins,2,742.5
member,classic_bike,Apr,Sunday,15,120+ mins,2,495.5
member,classic_bike,Apr,Thursday,11,120+ mins,2,187
member,classic_bike,Apr,Monday,8,120+ mins,2,263.5
member,classic_bike,Apr,Sunday,17,120+ mins,2,147
member,classic_bike,Apr,Wednesday,7,120+ mins,2,152
member,classic_bike,Apr,Friday,20,120+ mins,2,971.5
member,classic_bike,Apr,Tuesday,19,120+ mins,2,907
member,classic_bike,Apr,Tuesday,20,120+ mins,2,853.5
member,classic_bike,Apr,Wednesday,22,120+ mins,2,660.5
member,classic_bike,Apr,Friday,23,120+ mins,2,984
member,classic_bike,Apr,Thursday,7,120+ mins,2,354
member,classic_bike,Apr,Thursday,10,120+ mins,2,521
member,classic_bike,Apr,Thursday,8,120+ mins,2,266.5
member,classic_bike,Apr,Tuesday,8,120+ mins,2,283.5
member,classic_bike,Apr,Sunday,13,120+ mins,2,147.5
member,classic_bike,Apr,Friday,11,120+ mins,2,176
member,classic_bike,Apr,Saturday,0,120+ mins,2,523
member,classic_bike,Apr,Wednesday,15,120+ mins,2,228
member,classic_bike,May,Thursday,7,120+ mins,2,340
member,classic_bike,May,Friday,17,120+ mins,2,167
member,classic_bike,May,Wednesday,8,120+ mins,2,457.5
member,classic_bike,May,Monday,14,120+ mins,2,136
member,classic_bike,May,Wednesday,6,120+ mins,2,375.5
member,classic_bike,May,Thursday,18,120+ mins,2,654.5
member,classic_bike,May,Tuesday,14,120+ mins,2,212
member,classic_bike,May,Saturday,8,120+ mins,2,349
member,classic_bike,May,Sunday,16,120+ mins,2,1066
member,classic_bike,May,Thursday,19,120+ mins,2,157
member,classic_bike,May,Friday,1,120+ mins,2,656.5
member,classic_bike,May,Sunday,14,120+ mins,2,166
member,classic_bike,May,Saturday,5,120+ mins,2,182
member,classic_bike,May,Tuesday,19,120+ mins,2,251.5
member,classic_bike,May,Friday,13,120+ mins,2,136.5
member,classic_bike,May,Sunday,0,120+ mins,2,618.5
member,classic_bike,May,Thursday,13,120+ mins,2,182.5
member,classic_bike,May,Thursday,9,120+ mins,2,336
member,classic_bike,May,Wednesday,22,120+ mins,2,822.5
member,classic_bike,May,Saturday,7,120+ mins,2,399.5
member,classic_bike,May,Monday,5,120+ mins,2,337
member,classic_bike,Jun,Friday,6,120+ mins,2,366.5
member,classic_bike,Jun,Tuesday,5,120+ mins,2,316
member,classic_bike,Jun,Wednesday,14,120+ mins,2,142.5
member,classic_bike,Jun,Thursday,18,120+ mins,2,595
member,classic_bike,Jun,Sunday,16,120+ mins,2,171
member,classic_bike,Jun,Saturday,2,120+ mins,2,661
member,classic_bike,Jun,Monday,19,120+ mins,2,1216
member,classic_bike,Jun,Saturday,22,120+ mins,2,712.5
member,classic_bike,Jun,Saturday,0,120+ mins,2,418.5
member,classic_bike,Jun,Wednesday,10,120+ mins,2,163
member,classic_bike,Jun,Monday,8,120+ mins,2,284
member,classic_bike,Jun,Sunday,2,120+ mins,2,165
member,classic_bike,Jun,Wednesday,18,120+ mins,2,162.5
member,classic_bike,Jun,Thursday,17,120+ mins,2,841
member,classic_bike,Jun,Saturday,16,120+ mins,2,171.5
member,classic_bike,Jun,Saturday,15,120+ mins,2,822
member,classic_bike,Jun,Monday,9,120+ mins,2,266
member,classic_bike,Jun,Wednesday,7,120+ mins,2,137.5
member,classic_bike,Jun,Tuesday,23,120+ mins,2,639.5
member,classic_bike,Jun,Monday,18,120+ mins,2,923
member,classic_bike,Jun,Tuesday,15,120+ mins,2,204
member,classic_bike,Jun,Tuesday,13,120+ mins,2,257
member,classic_bike,Jun,Wednesday,17,120+ mins,2,1044.5
member,classic_bike,Jun,Thursday,15,120+ mins,2,261
member,classic_bike,Jun,Saturday,9,120+ mins,2,345
member,classic_bike,Jun,Wednesday,6,120+ mins,2,166
member,classic_bike,Jun,Friday,16,120+ mins,2,199
member,classic_bike,Jun,Sunday,0,120+ mins,2,143
member,classic_bike,Jun,Sunday,11,120+ mins,2,238
member,classic_bike,Jun,Monday,21,120+ mins,2,472
member,classic_bike,Jun,Monday,6,120+ mins,2,301.5
member,classic_bike,Jul,Monday,20,120+ mins,2,1003.5
member,classic_bike,Jul,Friday,16,120+ mins,2,702.5
member,classic_bike,Jul,Thursday,9,120+ mins,2,124.5
member,classic_bike,Jul,Sunday,13,120+ mins,2,1059
member,classic_bike,Jul,Monday,14,120+ mins,2,798.5
member,classic_bike,Jul,Wednesday,16,120+ mins,2,237
member,classic_bike,Jul,Saturday,8,120+ mins,2,226
member,classic_bike,Jul,Tuesday,20,120+ mins,2,850.5
member,classic_bike,Jul,Friday,17,120+ mins,2,602.5
member,classic_bike,Jul,Saturday,15,120+ mins,2,145.5
member,classic_bike,Jul,Tuesday,10,120+ mins,2,296
member,classic_bike,Jul,Tuesday,11,120+ mins,2,287.5
member,classic_bike,Jul,Tuesday,12,120+ mins,2,389
member,classic_bike,Jul,Saturday,7,120+ mins,2,156
member,classic_bike,Jul,Saturday,0,120+ mins,2,486
member,classic_bike,Jul,Sunday,10,120+ mins,2,802.5
member,classic_bike,Jul,Saturday,2,120+ mins,2,332
member,classic_bike,Jul,Saturday,13,120+ mins,2,1006
member,classic_bike,Jul,Sunday,15,120+ mins,2,140
member,classic_bike,Jul,Sunday,19,120+ mins,2,785
member,classic_bike,Jul,Monday,21,120+ mins,2,590
member,classic_bike,Jul,Tuesday,14,120+ mins,2,653
member,classic_bike,Jul,Thursday,10,120+ mins,2,296
member,classic_bike,Jul,Wednesday,19,120+ mins,2,834.5
member,classic_bike,Jul,Wednesday,21,120+ mins,2,543.5
member,classic_bike,Jul,Monday,11,120+ mins,2,357
member,classic_bike,Jul,Friday,10,120+ mins,2,252.5
member,classic_bike,Jul,Saturday,10,120+ mins,2,149
member,classic_bike,Jul,Saturday,3,120+ mins,2,435
member,classic_bike,Aug,Sunday,0,120+ mins,2,221
member,classic_bike,Aug,Thursday,8,120+ mins,2,253
member,classic_bike,Aug,Wednesday,18,120+ mins,2,152.5
member,classic_bike,Aug,Friday,10,120+ mins,2,132
member,classic_bike,Aug,Saturday,15,120+ mins,2,194
member,classic_bike,Aug,Wednesday,20,120+ mins,2,145.5
member,classic_bike,Aug,Friday,18,120+ mins,2,277
member,classic_bike,Aug,Saturday,23,120+ mins,2,710
member,classic_bike,Aug,Friday,19,120+ mins,2,181.5
member,classic_bike,Aug,Monday,17,120+ mins,2,1031.5
member,classic_bike,Aug,Sunday,12,120+ mins,2,169
member,classic_bike,Aug,Saturday,10,120+ mins,2,145.5
member,classic_bike,Aug,Wednesday,7,120+ mins,2,135.5
member,classic_bike,Aug,Friday,15,120+ mins,2,609.5
member,classic_bike,Aug,Thursday,21,120+ mins,2,904.5
member,classic_bike,Aug,Sunday,14,120+ mins,2,158.5
member,classic_bike,Aug,Thursday,14,120+ mins,2,234
member,classic_bike,Aug,Saturday,14,120+ mins,2,126
member,classic_bike,Aug,Thursday,7,120+ mins,2,157
member,classic_bike,Aug,Wednesday,17,120+ mins,2,182.5
member,classic_bike,Aug,Monday,14,120+ mins,2,301.5
member,classic_bike,Aug,Wednesday,13,120+ mins,2,305
member,classic_bike,Aug,Saturday,6,120+ mins,2,347.5
member,classic_bike,Aug,Thursday,23,120+ mins,2,701
member,classic_bike,Aug,Monday,10,120+ mins,2,134.5
member,classic_bike,Aug,Saturday,18,120+ mins,2,653.5
member,classic_bike,Aug,Tuesday,19,120+ mins,2,427.5
member,classic_bike,Aug,Tuesday,18,120+ mins,2,598
member,classic_bike,Aug,Monday,9,120+ mins,2,176.5
member,classic_bike,Aug,Saturday,2,120+ mins,2,505
member,classic_bike,Aug,Wednesday,15,120+ mins,2,569
member,classic_bike,Aug,Tuesday,12,120+ mins,2,206
member,classic_bike,Sep,Tuesday,22,120+ mins,2,527
member,classic_bike,Sep,Monday,12,120+ mins,2,796
member,classic_bike,Sep,Monday,20,120+ mins,2,1017.5
member,classic_bike,Sep,Monday,18,120+ mins,2,646
member,classic_bike,Sep,Friday,9,120+ mins,2,252
member,classic_bike,Sep,Saturday,8,120+ mins,2,358.5
member,classic_bike,Sep,Thursday,14,120+ mins,2,217.5
member,classic_bike,Sep,Friday,21,120+ mins,2,123.5
member,classic_bike,Sep,Wednesday,19,120+ mins,2,240
member,classic_bike,Sep,Tuesday,19,120+ mins,2,1133
member,classic_bike,Sep,Sunday,11,120+ mins,2,196.5
member,classic_bike,Sep,Saturday,6,120+ mins,2,567.5
member,classic_bike,Sep,Saturday,14,120+ mins,2,152.5
member,classic_bike,Sep,Saturday,11,120+ mins,2,160.5
member,classic_bike,Sep,Saturday,20,120+ mins,2,483
member,classic_bike,Sep,Saturday,18,120+ mins,2,147.5
member,classic_bike,Sep,Thursday,20,120+ mins,2,672
member,classic_bike,Sep,Thursday,9,120+ mins,2,224
member,classic_bike,Sep,Friday,19,120+ mins,2,972
member,classic_bike,Sep,Tuesday,16,120+ mins,2,823.5
member,classic_bike,Sep,Friday,17,120+ mins,2,559.5
member,classic_bike,Sep,Tuesday,15,120+ mins,2,141.5
member,electric_bike,Oct,Friday,17,120+ mins,3,152
member,electric_bike,Oct,Tuesday,14,120+ mins,3,206.6666667
member,electric_bike,Oct,Tuesday,10,120+ mins,3,297
member,electric_bike,Oct,Thursday,8,120+ mins,3,318.3333333
member,electric_bike,Oct,Friday,8,120+ mins,3,391
member,electric_bike,Oct,Sunday,0,120+ mins,3,179.3333333
member,electric_bike,Oct,Monday,6,120+ mins,3,358.3333333
member,electric_bike,Oct,Thursday,6,120+ mins,3,480
member,electric_bike,Oct,Thursday,14,120+ mins,3,229
member,electric_bike,Oct,Thursday,19,120+ mins,3,339.3333333
member,electric_bike,Oct,Saturday,18,120+ mins,3,163
member,electric_bike,Oct,Sunday,9,120+ mins,3,149
member,electric_bike,Oct,Friday,19,120+ mins,3,137.3333333
member,electric_bike,Oct,Tuesday,6,120+ mins,3,467
member,electric_bike,Oct,Sunday,17,120+ mins,3,160
member,electric_bike,Oct,Tuesday,18,120+ mins,3,131.6666667
member,electric_bike,Oct,Monday,17,120+ mins,3,317
member,electric_bike,Oct,Saturday,9,120+ mins,3,215.3333333
member,electric_bike,Oct,Saturday,10,120+ mins,3,279.6666667
member,electric_bike,Oct,Friday,14,120+ mins,3,267.6666667
member,electric_bike,Oct,Friday,18,120+ mins,3,178
member,electric_bike,Oct,Saturday,14,120+ mins,3,251.6666667
member,electric_bike,Oct,Wednesday,6,120+ mins,3,362
member,electric_bike,Nov,Sunday,15,120+ mins,3,187.6666667
member,electric_bike,Nov,Sunday,6,120+ mins,3,470.3333333
member,electric_bike,Nov,Wednesday,10,120+ mins,3,187.3333333
member,electric_bike,Nov,Tuesday,6,120+ mins,3,474.3333333
member,electric_bike,Nov,Thursday,23,120+ mins,3,181.3333333
member,electric_bike,Nov,Thursday,15,120+ mins,3,217.6666667
member,electric_bike,Nov,Friday,18,120+ mins,3,176.3333333
member,electric_bike,Nov,Thursday,6,120+ mins,3,452
member,electric_bike,Nov,Tuesday,10,120+ mins,3,140.6666667
member,electric_bike,Nov,Thursday,11,120+ mins,3,209.3333333
member,electric_bike,Dec,Tuesday,14,120+ mins,3,254
member,electric_bike,Dec,Saturday,18,120+ mins,3,138.3333333
member,electric_bike,Dec,Friday,14,120+ mins,3,185.6666667
member,electric_bike,Dec,Monday,14,120+ mins,3,138.3333333
member,electric_bike,Dec,Saturday,7,120+ mins,3,451.6666667
member,electric_bike,Dec,Friday,15,120+ mins,3,276
member,electric_bike,Dec,Sunday,15,120+ mins,3,251.3333333
member,electric_bike,Dec,Sunday,12,120+ mins,3,195.6666667
member,electric_bike,Dec,Monday,21,120+ mins,3,172.3333333
member,electric_bike,Jan,Saturday,10,120+ mins,3,215.3333333
member,electric_bike,Jan,Saturday,17,120+ mins,3,152.6666667
member,electric_bike,Jan,Monday,16,120+ mins,3,222.6666667
member,electric_bike,Jan,Saturday,9,120+ mins,3,167.3333333
member,electric_bike,Jan,Tuesday,10,120+ mins,3,363.3333333
member,electric_bike,Jan,Friday,9,120+ mins,3,272.6666667
member,electric_bike,Jan,Saturday,18,120+ mins,3,195.6666667
member,electric_bike,Jan,Saturday,15,120+ mins,3,291.3333333
member,electric_bike,Feb,Tuesday,17,120+ mins,3,193.6666667
member,electric_bike,Feb,Saturday,14,120+ mins,3,216.3333333
member,electric_bike,Feb,Monday,18,120+ mins,3,163.3333333
member,electric_bike,Feb,Saturday,10,120+ mins,3,248.6666667
member,electric_bike,Feb,Friday,10,120+ mins,3,340.6666667
member,electric_bike,Feb,Sunday,13,120+ mins,3,205.6666667
member,electric_bike,Feb,Wednesday,16,120+ mins,3,229.3333333
member,electric_bike,Feb,Sunday,19,120+ mins,3,168
member,electric_bike,Feb,Sunday,15,120+ mins,3,209
member,electric_bike,Feb,Wednesday,10,120+ mins,3,379
member,electric_bike,Feb,Monday,15,120+ mins,3,294.3333333
member,electric_bike,Mar,Thursday,9,120+ mins,3,292
member,electric_bike,Mar,Monday,6,120+ mins,3,453.3333333
member,electric_bike,Mar,Sunday,14,120+ mins,3,245
member,electric_bike,Mar,Tuesday,19,120+ mins,3,179.6666667
member,electric_bike,Mar,Thursday,19,120+ mins,3,149.3333333
member,electric_bike,Mar,Friday,10,120+ mins,3,357.6666667
member,electric_bike,Mar,Thursday,20,120+ mins,3,260.3333333
member,electric_bike,Mar,Tuesday,10,120+ mins,3,339.6666667
member,electric_bike,Mar,Monday,13,120+ mins,3,190.3333333
member,electric_bike,Mar,Saturday,16,120+ mins,3,233.3333333
member,electric_bike,Mar,Friday,19,120+ mins,3,180.3333333
member,electric_bike,Mar,Saturday,8,120+ mins,3,286.6666667
member,electric_bike,Mar,Wednesday,7,120+ mins,3,439.3333333
member,electric_bike,Mar,Wednesday,19,120+ mins,3,178.3333333
member,electric_bike,Mar,Thursday,11,120+ mins,3,202.6666667
member,electric_bike,Mar,Saturday,10,120+ mins,3,211.6666667
member,electric_bike,Mar,Thursday,7,120+ mins,3,383
